codigo_tuss,descricao,grupo,subgrupo,capitulo,vigencia_inicio,vigencia_fim
002670,TERAPIAS 2670,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002671,CIRURGIAS 2671,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002672,INTERNACOES 2672,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002673,OBSTETRICIA 2673,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002674,ODONTOLOGIA 2674,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002675,CONSULTAS 2675,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002676,EXAMES 2676,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002677,TERAPIAS 2677,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002678,CIRURGIAS 2678,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002679,INTERNACOES 2679,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002680,OBSTETRICIA 2680,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002681,ODONTOLOGIA 2681,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002682,CONSULTAS 2682,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002683,EXAMES 2683,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002684,TERAPIAS 2684,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
002685,CIRURGIAS 2685,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
002686,INTERNACOES 2686,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
002687,OBSTETRICIA 2687,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
002688,ODONTOLOGIA 2688,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
002689,CONSULTAS 2689,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
002690,EXAMES 2690,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
002691,TERAPIAS 2691,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
002692,CIRURGIAS 2692,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
002693,INTERNACOES 2693,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
002694,OBSTETRICIA 2694,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
002695,ODONTOLOGIA 2695,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
002696,CONSULTAS 2696,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
002697,EXAMES 2697,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
002698,TERAPIAS 2698,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
002699,CIRURGIAS 2699,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
002700,INTERNACOES 2700,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
002701,OBSTETRICIA 2701,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
002702,ODONTOLOGIA 2702,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
002703,CONSULTAS 2703,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
002704,EXAMES 2704,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
002705,TERAPIAS 2705,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
002706,CIRURGIAS 2706,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
002707,INTERNACOES 2707,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
002708,OBSTETRICIA 2708,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
002709,ODONTOLOGIA 2709,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
002710,CONSULTAS 2710,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
002711,EXAMES 2711,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
002712,TERAPIAS 2712,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
002713,CIRURGIAS 2713,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
002714,INTERNACOES 2714,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
002715,OBSTETRICIA 2715,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
002716,ODONTOLOGIA 2716,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
002717,CONSULTAS 2717,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
002718,EXAMES 2718,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
002719,TERAPIAS 2719,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
002720,CIRURGIAS 2720,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
002721,INTERNACOES 2721,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
002722,OBSTETRICIA 2722,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
002723,ODONTOLOGIA 2723,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
002724,CONSULTAS 2724,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
002725,EXAMES 2725,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
002726,TERAPIAS 2726,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
002727,CIRURGIAS 2727,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
002728,INTERNACOES 2728,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
002729,OBSTETRICIA 2729,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
002730,ODONTOLOGIA 2730,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
002731,CONSULTAS 2731,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
002732,EXAMES 2732,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
002733,TERAPIAS 2733,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002734,CIRURGIAS 2734,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002735,INTERNACOES 2735,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002736,OBSTETRICIA 2736,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002737,ODONTOLOGIA 2737,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002738,CONSULTAS 2738,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002739,EXAMES 2739,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002740,TERAPIAS 2740,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002741,CIRURGIAS 2741,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002742,INTERNACOES 2742,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002743,OBSTETRICIA 2743,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002744,ODONTOLOGIA 2744,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002745,CONSULTAS 2745,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002746,EXAMES 2746,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002747,TERAPIAS 2747,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
002748,CIRURGIAS 2748,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
002749,INTERNACOES 2749,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
002750,OBSTETRICIA 2750,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
002751,ODONTOLOGIA 2751,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
002752,CONSULTAS 2752,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
002753,EXAMES 2753,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
002754,TERAPIAS 2754,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
002755,CIRURGIAS 2755,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
002756,INTERNACOES 2756,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
002757,OBSTETRICIA 2757,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
002758,ODONTOLOGIA 2758,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
002759,CONSULTAS 2759,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
002760,EXAMES 2760,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
002761,TERAPIAS 2761,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
002762,CIRURGIAS 2762,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
002763,INTERNACOES 2763,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
002764,OBSTETRICIA 2764,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
002765,ODONTOLOGIA 2765,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
002766,CONSULTAS 2766,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
002767,EXAMES 2767,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
002768,TERAPIAS 2768,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
002769,CIRURGIAS 2769,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
002770,INTERNACOES 2770,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
002771,OBSTETRICIA 2771,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
002772,ODONTOLOGIA 2772,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
002773,CONSULTAS 2773,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
002774,EXAMES 2774,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
002775,TERAPIAS 2775,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
002776,CIRURGIAS 2776,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
002777,INTERNACOES 2777,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
002778,OBSTETRICIA 2778,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
002779,ODONTOLOGIA 2779,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
002780,CONSULTAS 2780,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
002781,EXAMES 2781,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
002782,TERAPIAS 2782,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
002783,CIRURGIAS 2783,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
002784,INTERNACOES 2784,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
002785,OBSTETRICIA 2785,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
002786,ODONTOLOGIA 2786,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
002787,CONSULTAS 2787,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
002788,EXAMES 2788,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
002789,TERAPIAS 2789,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
002790,CIRURGIAS 2790,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
002791,INTERNACOES 2791,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
002792,OBSTETRICIA 2792,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
002793,ODONTOLOGIA 2793,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
002794,CONSULTAS 2794,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
002795,EXAMES 2795,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
002796,TERAPIAS 2796,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002797,CIRURGIAS 2797,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002798,INTERNACOES 2798,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002799,OBSTETRICIA 2799,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002800,ODONTOLOGIA 2800,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002801,CONSULTAS 2801,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002802,EXAMES 2802,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002803,TERAPIAS 2803,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002804,CIRURGIAS 2804,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002805,INTERNACOES 2805,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002806,OBSTETRICIA 2806,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002807,ODONTOLOGIA 2807,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002808,CONSULTAS 2808,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002809,EXAMES 2809,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002810,TERAPIAS 2810,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
002811,CIRURGIAS 2811,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
002812,INTERNACOES 2812,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
002813,OBSTETRICIA 2813,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
002814,ODONTOLOGIA 2814,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
002815,CONSULTAS 2815,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
002816,EXAMES 2816,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
002817,TERAPIAS 2817,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
002818,CIRURGIAS 2818,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
002819,INTERNACOES 2819,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
002820,OBSTETRICIA 2820,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
002821,ODONTOLOGIA 2821,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
002822,CONSULTAS 2822,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
002823,EXAMES 2823,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
002824,TERAPIAS 2824,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
002825,CIRURGIAS 2825,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
002826,INTERNACOES 2826,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
002827,OBSTETRICIA 2827,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
002828,ODONTOLOGIA 2828,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
002829,CONSULTAS 2829,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
002830,EXAMES 2830,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
002831,TERAPIAS 2831,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
002832,CIRURGIAS 2832,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
002833,INTERNACOES 2833,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
002834,OBSTETRICIA 2834,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
002835,ODONTOLOGIA 2835,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
002836,CONSULTAS 2836,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
002837,EXAMES 2837,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
002838,TERAPIAS 2838,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
002839,CIRURGIAS 2839,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
002840,INTERNACOES 2840,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
002841,OBSTETRICIA 2841,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
002842,ODONTOLOGIA 2842,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
002843,CONSULTAS 2843,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
002844,EXAMES 2844,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
002845,TERAPIAS 2845,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
002846,CIRURGIAS 2846,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
002847,INTERNACOES 2847,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
002848,OBSTETRICIA 2848,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
002849,ODONTOLOGIA 2849,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
002850,CONSULTAS 2850,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
002851,EXAMES 2851,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
002852,TERAPIAS 2852,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
002853,CIRURGIAS 2853,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
002854,INTERNACOES 2854,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
002855,OBSTETRICIA 2855,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
002856,ODONTOLOGIA 2856,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
002857,CONSULTAS 2857,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
002858,EXAMES 2858,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
002859,TERAPIAS 2859,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002860,CIRURGIAS 2860,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002861,INTERNACOES 2861,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002862,OBSTETRICIA 2862,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002863,ODONTOLOGIA 2863,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002864,CONSULTAS 2864,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002865,EXAMES 2865,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002866,TERAPIAS 2866,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002867,CIRURGIAS 2867,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002868,INTERNACOES 2868,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002869,OBSTETRICIA 2869,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002870,ODONTOLOGIA 2870,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002871,CONSULTAS 2871,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002872,EXAMES 2872,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002873,TERAPIAS 2873,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
002874,CIRURGIAS 2874,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
002875,INTERNACOES 2875,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
002876,OBSTETRICIA 2876,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
002877,ODONTOLOGIA 2877,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
002878,CONSULTAS 2878,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
002879,EXAMES 2879,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
002880,TERAPIAS 2880,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
002881,CIRURGIAS 2881,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
002882,INTERNACOES 2882,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
002883,OBSTETRICIA 2883,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
002884,ODONTOLOGIA 2884,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
002885,CONSULTAS 2885,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
002886,EXAMES 2886,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
002887,TERAPIAS 2887,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
002888,CIRURGIAS 2888,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
002889,INTERNACOES 2889,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
002890,OBSTETRICIA 2890,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
002891,ODONTOLOGIA 2891,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
002892,CONSULTAS 2892,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
002893,EXAMES 2893,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
002894,TERAPIAS 2894,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
002895,CIRURGIAS 2895,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
002896,INTERNACOES 2896,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
002897,OBSTETRICIA 2897,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
002898,ODONTOLOGIA 2898,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
002899,CONSULTAS 2899,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
002900,EXAMES 2900,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
002901,TERAPIAS 2901,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
002902,CIRURGIAS 2902,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
002903,INTERNACOES 2903,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
002904,OBSTETRICIA 2904,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
002905,ODONTOLOGIA 2905,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
002906,CONSULTAS 2906,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
002907,EXAMES 2907,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
002908,TERAPIAS 2908,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
002909,CIRURGIAS 2909,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
002910,INTERNACOES 2910,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
002911,OBSTETRICIA 2911,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
002912,ODONTOLOGIA 2912,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
002913,CONSULTAS 2913,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
002914,EXAMES 2914,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
002915,TERAPIAS 2915,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
002916,CIRURGIAS 2916,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
002917,INTERNACOES 2917,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
002918,OBSTETRICIA 2918,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
002919,ODONTOLOGIA 2919,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
002920,CONSULTAS 2920,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
002921,EXAMES 2921,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
002922,TERAPIAS 2922,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002923,CIRURGIAS 2923,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002924,INTERNACOES 2924,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002925,OBSTETRICIA 2925,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002926,ODONTOLOGIA 2926,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002927,CONSULTAS 2927,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002928,EXAMES 2928,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002929,TERAPIAS 2929,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002930,CIRURGIAS 2930,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002931,INTERNACOES 2931,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002932,OBSTETRICIA 2932,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002933,ODONTOLOGIA 2933,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002934,CONSULTAS 2934,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002935,EXAMES 2935,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002936,TERAPIAS 2936,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
002937,CIRURGIAS 2937,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
002938,INTERNACOES 2938,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
002939,OBSTETRICIA 2939,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
002940,ODONTOLOGIA 2940,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
002941,CONSULTAS 2941,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
002942,EXAMES 2942,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
002943,TERAPIAS 2943,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
002944,CIRURGIAS 2944,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
002945,INTERNACOES 2945,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
002946,OBSTETRICIA 2946,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
002947,ODONTOLOGIA 2947,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
002948,CONSULTAS 2948,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
002949,EXAMES 2949,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
002950,TERAPIAS 2950,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
002951,CIRURGIAS 2951,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
002952,INTERNACOES 2952,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
002953,OBSTETRICIA 2953,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
002954,ODONTOLOGIA 2954,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
002955,CONSULTAS 2955,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
002956,EXAMES 2956,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
002957,TERAPIAS 2957,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
002958,CIRURGIAS 2958,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
