codigo_tuss,descricao,segmento,obrigatorio_medico,obrigatorio_odonto,carencia_dias,vigencia_inicio,vigencia_fim
002633,CONSULTAS 2633,MEDICO,SIM,NAO,30,2024-01-01,
002634,EXAMES 2634,ODONTO,NAO,NAO,30,2024-01-01,
002635,TERAPIAS 2635,MEDICO,SIM,SIM,30,2024-01-01,
002636,CIRURGIAS 2636,MEDICO,NAO,NAO,180,2024-01-01,
002637,INTERNACOES 2637,ODONTO,SIM,NAO,30,2024-01-01,
002638,OBSTETRICIA 2638,MEDICO,NAO,NAO,30,2024-01-01,
002639,ODONTOLOGIA 2639,MEDICO,SIM,NAO,30,2024-01-01,
002640,CONSULTAS 2640,ODONTO,NAO,SIM,180,2024-01-01,
002641,EXAMES 2641,MEDICO,SIM,NAO,30,2024-01-01,
002642,TERAPIAS 2642,MEDICO,NAO,NAO,30,2024-01-01,
002643,CIRURGIAS 2643,ODONTO,SIM,NAO,30,2024-01-01,
002644,INTERNACOES 2644,MEDICO,NAO,NAO,180,2024-01-01,
002645,OBSTETRICIA 2645,MEDICO,SIM,SIM,30,2024-01-01,
002646,ODONTOLOGIA 2646,ODONTO,NAO,NAO,30,2024-01-01,
002647,CONSULTAS 2647,MEDICO,SIM,NAO,30,2024-01-01,
002648,EXAMES 2648,MEDICO,NAO,NAO,180,2024-01-01,
002649,TERAPIAS 2649,ODONTO,SIM,NAO,30,2024-01-01,
002650,CIRURGIAS 2650,MEDICO,NAO,SIM,30,2024-01-01,
002651,INTERNACOES 2651,MEDICO,SIM,NAO,30,2024-01-01,
002652,OBSTETRICIA 2652,ODONTO,NAO,NAO,180,2024-01-01,
002653,ODONTOLOGIA 2653,MEDICO,SIM,NAO,30,2024-01-01,
002654,CONSULTAS 2654,MEDICO,NAO,NAO,30,2024-01-01,
002655,EXAMES 2655,ODONTO,SIM,SIM,30,2024-01-01,
002656,TERAPIAS 2656,MEDICO,NAO,NAO,180,2024-01-01,
002657,CIRURGIAS 2657,MEDICO,SIM,NAO,30,2024-01-01,
002658,INTERNACOES 2658,ODONTO,NAO,NAO,30,2024-01-01,
002659,OBSTETRICIA 2659,MEDICO,SIM,NAO,30,2024-01-01,
002660,ODONTOLOGIA 2660,MEDICO,NAO,SIM,180,2024-01-01,
002661,CONSULTAS 2661,ODONTO,SIM,NAO,30,2024-01-01,
002662,EXAMES 2662,MEDICO,NAO,NAO,30,2024-01-01,
002663,TERAPIAS 2663,MEDICO,SIM,NAO,30,2024-01-01,
002664,CIRURGIAS 2664,ODONTO,NAO,NAO,180,2024-01-01,
002665,INTERNACOES 2665,MEDICO,SIM,SIM,30,2024-01-01,
002666,OBSTETRICIA 2666,MEDICO,NAO,NAO,30,2024-01-01,
002667,ODONTOLOGIA 2667,ODONTO,SIM,NAO,30,2024-01-01,
002668,CONSULTAS 2668,MEDICO,NAO,NAO,180,2024-01-01,
002669,EXAMES 2669,MEDICO,SIM,NAO,30,2024-01-01,
002670,TERAPIAS 2670,ODONTO,NAO,SIM,30,2024-01-01,
002671,CIRURGIAS 2671,MEDICO,SIM,NAO,30,2024-01-01,
002672,INTERNACOES 2672,MEDICO,NAO,NAO,180,2024-01-01,
002673,OBSTETRICIA 2673,ODONTO,SIM,NAO,30,2024-01-01,
002674,ODONTOLOGIA 2674,MEDICO,NAO,NAO,30,2024-01-01,
002675,CONSULTAS 2675,MEDICO,SIM,SIM,30,2024-01-01,
002676,EXAMES 2676,ODONTO,NAO,NAO,180,2024-01-01,
002677,TERAPIAS 2677,MEDICO,SIM,NAO,30,2024-01-01,
002678,CIRURGIAS 2678,MEDICO,NAO,NAO,30,2024-01-01,
002679,INTERNACOES 2679,ODONTO,SIM,NAO,30,2024-01-01,
002680,OBSTETRICIA 2680,MEDICO,NAO,SIM,180,2024-01-01,
002681,ODONTOLOGIA 2681,MEDICO,SIM,NAO,30,2024-01-01,
002682,CONSULTAS 2682,ODONTO,NAO,NAO,30,2024-01-01,
002683,EXAMES 2683,MEDICO,SIM,NAO,30,2024-01-01,
002684,TERAPIAS 2684,MEDICO,NAO,NAO,180,2024-01-01,
002685,CIRURGIAS 2685,ODONTO,SIM,SIM,30,2024-01-01,
002686,INTERNACOES 2686,MEDICO,NAO,NAO,30,2024-01-01,
002687,OBSTETRICIA 2687,MEDICO,SIM,NAO,30,2024-01-01,
002688,ODONTOLOGIA 2688,ODONTO,NAO,NAO,180,2024-01-01,
002689,CONSULTAS 2689,MEDICO,SIM,NAO,30,2024-01-01,
002690,EXAMES 2690,MEDICO,NAO,SIM,30,2024-01-01,
002691,TERAPIAS 2691,ODONTO,SIM,NAO,30,2024-01-01,
002692,CIRURGIAS 2692,MEDICO,NAO,NAO,180,2024-01-01,
002693,INTERNACOES 2693,MEDICO,SIM,NAO,30,2024-01-01,
002694,OBSTETRICIA 2694,ODONTO,NAO,NAO,30,2024-01-01,
002695,ODONTOLOGIA 2695,MEDICO,SIM,SIM,30,2024-01-01,
002696,CONSULTAS 2696,MEDICO,NAO,NAO,180,2024-01-01,
002697,EXAMES 2697,ODONTO,SIM,NAO,30,2024-01-01,
002698,TERAPIAS 2698,MEDICO,NAO,NAO,30,2024-01-01,
002699,CIRURGIAS 2699,MEDICO,SIM,NAO,30,2024-01-01,
002700,INTERNACOES 2700,ODONTO,NAO,SIM,180,2024-01-01,
002701,OBSTETRICIA 2701,MEDICO,SIM,NAO,30,2024-01-01,
002702,ODONTOLOGIA 2702,MEDICO,NAO,NAO,30,2024-01-01,
002703,CONSULTAS 2703,ODONTO,SIM,NAO,30,2024-01-01,
002704,EXAMES 2704,MEDICO,NAO,NAO,180,2024-01-01,
002705,TERAPIAS 2705,MEDICO,SIM,SIM,30,2024-01-01,
002706,CIRURGIAS 2706,ODONTO,NAO,NAO,30,2024-01-01,
002707,INTERNACOES 2707,MEDICO,SIM,NAO,30,2024-01-01,
002708,OBSTETRICIA 2708,MEDICO,NAO,NAO,180,2024-01-01,
002709,ODONTOLOGIA 2709,ODONTO,SIM,NAO,30,2024-01-01,
002710,CONSULTAS 2710,MEDICO,NAO,SIM,30,2024-01-01,
002711,EXAMES 2711,MEDICO,SIM,NAO,30,2024-01-01,
002712,TERAPIAS 2712,ODONTO,NAO,NAO,180,2024-01-01,
002713,CIRURGIAS 2713,MEDICO,SIM,NAO,30,2024-01-01,
002714,INTERNACOES 2714,MEDICO,NAO,NAO,30,2024-01-01,
002715,OBSTETRICIA 2715,ODONTO,SIM,SIM,30,2024-01-01,
002716,ODONTOLOGIA 2716,MEDICO,NAO,NAO,180,2024-01-01,
002717,CONSULTAS 2717,MEDICO,SIM,NAO,30,2024-01-01,
002718,EXAMES 2718,ODONTO,NAO,NAO,30,2024-01-01,
002719,TERAPIAS 2719,MEDICO,SIM,NAO,30,2024-01-01,
002720,CIRURGIAS 2720,MEDICO,NAO,SIM,180,2024-01-01,
002721,INTERNACOES 2721,ODONTO,SIM,NAO,30,2024-01-01,
002722,OBSTETRICIA 2722,MEDICO,NAO,NAO,30,2024-01-01,
002723,ODONTOLOGIA 2723,MEDICO,SIM,NAO,30,2024-01-01,
002724,CONSULTAS 2724,ODONTO,NAO,NAO,180,2024-01-01,
002725,EXAMES 2725,MEDICO,SIM,SIM,30,2024-01-01,
002726,TERAPIAS 2726,MEDICO,NAO,NAO,30,2024-01-01,
002727,CIRURGIAS 2727,ODONTO,SIM,NAO,30,2024-01-01,
002728,INTERNACOES 2728,MEDICO,NAO,NAO,180,2024-01-01,
002729,OBSTETRICIA 2729,MEDICO,SIM,NAO,30,2024-01-01,
002730,ODONTOLOGIA 2730,ODONTO,NAO,SIM,30,2024-01-01,
002731,CONSULTAS 2731,MEDICO,SIM,NAO,30,2024-01-01,
002732,EXAMES 2732,MEDICO,NAO,NAO,180,2024-01-01,
002733,TERAPIAS 2733,ODONTO,SIM,NAO,30,2024-01-01,
002734,CIRURGIAS 2734,MEDICO,NAO,NAO,30,2024-01-01,
002735,INTERNACOES 2735,MEDICO,SIM,SIM,30,2024-01-01,
002736,OBSTETRICIA 2736,ODONTO,NAO,NAO,180,2024-01-01,
002737,ODONTOLOGIA 2737,MEDICO,SIM,NAO,30,2024-01-01,
002738,CONSULTAS 2738,MEDICO,NAO,NAO,30,2024-01-01,
002739,EXAMES 2739,ODONTO,SIM,NAO,30,2024-01-01,
002740,TERAPIAS 2740,MEDICO,NAO,SIM,180,2024-01-01,
002741,CIRURGIAS 2741,MEDICO,SIM,NAO,30,2024-01-01,
002742,INTERNACOES 2742,ODONTO,NAO,NAO,30,2024-01-01,
002743,OBSTETRICIA 2743,MEDICO,SIM,NAO,30,2024-01-01,
002744,ODONTOLOGIA 2744,MEDICO,NAO,NAO,180,2024-01-01,
002745,CONSULTAS 2745,ODONTO,SIM,SIM,30,2024-01-01,
002746,EXAMES 2746,MEDICO,NAO,NAO,30,2024-01-01,
002747,TERAPIAS 2747,MEDICO,SIM,NAO,30,2024-01-01,
002748,CIRURGIAS 2748,ODONTO,NAO,NAO,180,2024-01-01,
002749,INTERNACOES 2749,MEDICO,SIM,NAO,30,2024-01-01,
002750,OBSTETRICIA 2750,MEDICO,NAO,SIM,30,2024-01-01,
002751,ODONTOLOGIA 2751,ODONTO,SIM,NAO,30,2024-01-01,
002752,CONSULTAS 2752,MEDICO,NAO,NAO,180,2024-01-01,
002753,EXAMES 2753,MEDICO,SIM,NAO,30,2024-01-01,
002754,TERAPIAS 2754,ODONTO,NAO,NAO,30,2024-01-01,
002755,CIRURGIAS 2755,MEDICO,SIM,SIM,30,2024-01-01,
002756,INTERNACOES 2756,MEDICO,NAO,NAO,180,2024-01-01,
002757,OBSTETRICIA 2757,ODONTO,SIM,NAO,30,2024-01-01,
002758,ODONTOLOGIA 2758,MEDICO,NAO,NAO,30,2024-01-01,
002759,CONSULTAS 2759,MEDICO,SIM,NAO,30,2024-01-01,
002760,EXAMES 2760,ODONTO,NAO,SIM,180,2024-01-01,
002761,TERAPIAS 2761,MEDICO,SIM,NAO,30,2024-01-01,
002762,CIRURGIAS 2762,MEDICO,NAO,NAO,30,2024-01-01,
002763,INTERNACOES 2763,ODONTO,SIM,NAO,30,2024-01-01,
002764,OBSTETRICIA 2764,MEDICO,NAO,NAO,180,2024-01-01,
002765,ODONTOLOGIA 2765,MEDICO,SIM,SIM,30,2024-01-01,
002766,CONSULTAS 2766,ODONTO,NAO,NAO,30,2024-01-01,
002767,EXAMES 2767,MEDICO,SIM,NAO,30,2024-01-01,
002768,TERAPIAS 2768,MEDICO,NAO,NAO,180,2024-01-01,
002769,CIRURGIAS 2769,ODONTO,SIM,NAO,30,2024-01-01,
002770,INTERNACOES 2770,MEDICO,NAO,SIM,30,2024-01-01,
002771,OBSTETRICIA 2771,MEDICO,SIM,NAO,30,2024-01-01,
002772,ODONTOLOGIA 2772,ODONTO,NAO,NAO,180,2024-01-01,
002773,CONSULTAS 2773,MEDICO,SIM,NAO,30,2024-01-01,
002774,EXAMES 2774,MEDICO,NAO,NAO,30,2024-01-01,
002775,TERAPIAS 2775,ODONTO,SIM,SIM,30,2024-01-01,
002776,CIRURGIAS 2776,MEDICO,NAO,NAO,180,2024-01-01,
002777,INTERNACOES 2777,MEDICO,SIM,NAO,30,2024-01-01,
002778,OBSTETRICIA 2778,ODONTO,NAO,NAO,30,2024-01-01,
002779,ODONTOLOGIA 2779,MEDICO,SIM,NAO,30,2024-01-01,
002780,CONSULTAS 2780,MEDICO,NAO,SIM,180,2024-01-01,
002781,EXAMES 2781,ODONTO,SIM,NAO,30,2024-01-01,
002782,TERAPIAS 2782,MEDICO,NAO,NAO,30,2024-01-01,
002783,CIRURGIAS 2783,MEDICO,SIM,NAO,30,2024-01-01,
002784,INTERNACOES 2784,ODONTO,NAO,NAO,180,2024-01-01,
002785,OBSTETRICIA 2785,MEDICO,SIM,SIM,30,2024-01-01,
002786,ODONTOLOGIA 2786,MEDICO,NAO,NAO,30,2024-01-01,
002787,CONSULTAS 2787,ODONTO,SIM,NAO,30,2024-01-01,
002788,EXAMES 2788,MEDICO,NAO,NAO,180,2024-01-01,
002789,TERAPIAS 2789,MEDICO,SIM,NAO,30,2024-01-01,
002790,CIRURGIAS 2790,ODONTO,NAO,SIM,30,2024-01-01,
002791,INTERNACOES 2791,MEDICO,SIM,NAO,30,2024-01-01,
002792,OBSTETRICIA 2792,MEDICO,NAO,NAO,180,2024-01-01,
002793,ODONTOLOGIA 2793,ODONTO,SIM,NAO,30,2024-01-01,
002794,CONSULTAS 2794,MEDICO,NAO,NAO,30,2024-01-01,
002795,EXAMES 2795,MEDICO,SIM,SIM,30,2024-01-01,
002796,TERAPIAS 2796,ODONTO,NAO,NAO,180,2024-01-01,
002797,CIRURGIAS 2797,MEDICO,SIM,NAO,30,2024-01-01,
002798,INTERNACOES 2798,MEDICO,NAO,NAO,30,2024-01-01,
002799,OBSTETRICIA 2799,ODONTO,SIM,NAO,30,2024-01-01,
002800,ODONTOLOGIA 2800,MEDICO,NAO,SIM,180,2024-01-01,
002801,CONSULTAS 2801,MEDICO,SIM,NAO,30,2024-01-01,
002802,EXAMES 2802,ODONTO,NAO,NAO,30,2024-01-01,
002803,TERAPIAS 2803,MEDICO,SIM,NAO,30,2024-01-01,
002804,CIRURGIAS 2804,MEDICO,NAO,NAO,180,2024-01-01,
002805,INTERNACOES 2805,ODONTO,SIM,SIM,30,2024-01-01,
002806,OBSTETRICIA 2806,MEDICO,NAO,NAO,30,2024-01-01,
002807,ODONTOLOGIA 2807,MEDICO,SIM,NAO,30,2024-01-01,
002808,CONSULTAS 2808,ODONTO,NAO,NAO,180,2024-01-01,
002809,EXAMES 2809,MEDICO,SIM,NAO,30,2024-01-01,
002810,TERAPIAS 2810,MEDICO,NAO,SIM,30,2024-01-01,
002811,CIRURGIAS 2811,ODONTO,SIM,NAO,30,2024-01-01,
002812,INTERNACOES 2812,MEDICO,NAO,NAO,180,2024-01-01,
002813,OBSTETRICIA 2813,MEDICO,SIM,NAO,30,2024-01-01,
002814,ODONTOLOGIA 2814,ODONTO,NAO,NAO,30,2024-01-01,
002815,CONSULTAS 2815,MEDICO,SIM,SIM,30,2024-01-01,
002816,EXAMES 2816,MEDICO,NAO,NAO,180,2024-01-01,
002817,TERAPIAS 2817,ODONTO,SIM,NAO,30,2024-01-01,
002818,CIRURGIAS 2818,MEDICO,NAO,NAO,30,2024-01-01,
002819,INTERNACOES 2819,MEDICO,SIM,NAO,30,2024-01-01,
002820,OBSTETRICIA 2820,ODONTO,NAO,SIM,180,2024-01-01,
002821,ODONTOLOGIA 2821,MEDICO,SIM,NAO,30,2024-01-01,
002822,CONSULTAS 2822,MEDICO,NAO,NAO,30,2024-01-01,
002823,EXAMES 2823,ODONTO,SIM,NAO,30,2024-01-01,
002824,TERAPIAS 2824,MEDICO,NAO,NAO,180,2024-01-01,
002825,CIRURGIAS 2825,MEDICO,SIM,SIM,30,2024-01-01,
002826,INTERNACOES 2826,ODONTO,NAO,NAO,30,2024-01-01,
002827,OBSTETRICIA 2827,MEDICO,SIM,NAO,30,2024-01-01,
002828,ODONTOLOGIA 2828,MEDICO,NAO,NAO,180,2024-01-01,
002829,CONSULTAS 2829,ODONTO,SIM,NAO,30,2024-01-01,
002830,EXAMES 2830,MEDICO,NAO,SIM,30,2024-01-01,
002831,TERAPIAS 2831,MEDICO,SIM,NAO,30,2024-01-01,
002832,CIRURGIAS 2832,ODONTO,NAO,NAO,180,2024-01-01,
002833,INTERNACOES 2833,MEDICO,SIM,NAO,30,2024-01-01,
002834,OBSTETRICIA 2834,MEDICO,NAO,NAO,30,2024-01-01,
002835,ODONTOLOGIA 2835,ODONTO,SIM,SIM,30,2024-01-01,
002836,CONSULTAS 2836,MEDICO,NAO,NAO,180,2024-01-01,
002837,EXAMES 2837,MEDICO,SIM,NAO,30,2024-01-01,
002838,TERAPIAS 2838,ODONTO,NAO,NAO,30,2024-01-01,
002839,CIRURGIAS 2839,MEDICO,SIM,NAO,30,2024-01-01,
002840,INTERNACOES 2840,MEDICO,NAO,SIM,180,2024-01-01,
002841,OBSTETRICIA 2841,ODONTO,SIM,NAO,30,2024-01-01,
002842,ODONTOLOGIA 2842,MEDICO,NAO,NAO,30,2024-01-01,
002843,CONSULTAS 2843,MEDICO,SIM,NAO,30,2024-01-01,
002844,EXAMES 2844,ODONTO,NAO,NAO,180,2024-01-01,
002845,TERAPIAS 2845,MEDICO,SIM,SIM,30,2024-01-01,
002846,CIRURGIAS 2846,MEDICO,NAO,NAO,30,2024-01-01,
002847,INTERNACOES 2847,ODONTO,SIM,NAO,30,2024-01-01,
002848,OBSTETRICIA 2848,MEDICO,NAO,NAO,180,2024-01-01,
002849,ODONTOLOGIA 2849,MEDICO,SIM,NAO,30,2024-01-01,
002850,CONSULTAS 2850,ODONTO,NAO,SIM,30,2024-01-01,
002851,EXAMES 2851,MEDICO,SIM,NAO,30,2024-01-01,
002852,TERAPIAS 2852,MEDICO,NAO,NAO,180,2024-01-01,
002853,CIRURGIAS 2853,ODONTO,SIM,NAO,30,2024-01-01,
002854,INTERNACOES 2854,MEDICO,NAO,NAO,30,2024-01-01,
002855,OBSTETRICIA 2855,MEDICO,SIM,SIM,30,2024-01-01,
002856,ODONTOLOGIA 2856,ODONTO,NAO,NAO,180,2024-01-01,
002857,CONSULTAS 2857,MEDICO,SIM,NAO,30,2024-01-01,
002858,EXAMES 2858,MEDICO,NAO,NAO,30,2024-01-01,
002859,TERAPIAS 2859,ODONTO,SIM,NAO,30,2024-01-01,
002860,CIRURGIAS 2860,MEDICO,NAO,SIM,180,2024-01-01,
002861,INTERNACOES 2861,MEDICO,SIM,NAO,30,2024-01-01,
002862,OBSTETRICIA 2862,ODONTO,NAO,NAO,30,2024-01-01,
002863,ODONTOLOGIA 2863,MEDICO,SIM,NAO,30,2024-01-01,
002864,CONSULTAS 2864,MEDICO,NAO,NAO,180,2024-01-01,
002865,EXAMES 2865,ODONTO,SIM,SIM,30,2024-01-01,
002866,TERAPIAS 2866,MEDICO,NAO,NAO,30,2024-01-01,
002867,CIRURGIAS 2867,MEDICO,SIM,NAO,30,2024-01-01,
002868,INTERNACOES 2868,ODONTO,NAO,NAO,180,2024-01-01,
002869,OBSTETRICIA 2869,MEDICO,SIM,NAO,30,2024-01-01,
002870,ODONTOLOGIA 2870,MEDICO,NAO,SIM,30,2024-01-01,
002871,CONSULTAS 2871,ODONTO,SIM,NAO,30,2024-01-01,
002872,EXAMES 2872,MEDICO,NAO,NAO,180,2024-01-01,
002873,TERAPIAS 2873,MEDICO,SIM,NAO,30,2024-01-01,
002874,CIRURGIAS 2874,ODONTO,NAO,NAO,30,2024-01-01,
002875,INTERNACOES 2875,MEDICO,SIM,SIM,30,2024-01-01,
002876,OBSTETRICIA 2876,MEDICO,NAO,NAO,180,2024-01-01,
002877,ODONTOLOGIA 2877,ODONTO,SIM,NAO,30,2024-01-01,
002878,CONSULTAS 2878,MEDICO,NAO,NAO,30,2024-01-01,
002879,EXAMES 2879,MEDICO,SIM,NAO,30,2024-01-01,
002880,TERAPIAS 2880,ODONTO,NAO,SIM,180,2024-01-01,
002881,CIRURGIAS 2881,MEDICO,SIM,NAO,30,2024-01-01,
002882,INTERNACOES 2882,MEDICO,NAO,NAO,30,2024-01-01,
002883,OBSTETRICIA 2883,ODONTO,SIM,NAO,30,2024-01-01,
002884,ODONTOLOGIA 2884,MEDICO,NAO,NAO,180,2024-01-01,
002885,CONSULTAS 2885,MEDICO,SIM,SIM,30,2024-01-01,
002886,EXAMES 2886,ODONTO,NAO,NAO,30,2024-01-01,
002887,TERAPIAS 2887,MEDICO,SIM,NAO,30,2024-01-01,
002888,CIRURGIAS 2888,MEDICO,NAO,NAO,180,2024-01-01,
002889,INTERNACOES 2889,ODONTO,SIM,NAO,30,2024-01-01,
002890,OBSTETRICIA 2890,MEDICO,NAO,SIM,30,2024-01-01,
002891,ODONTOLOGIA 2891,MEDICO,SIM,NAO,30,2024-01-01,
002892,CONSULTAS 2892,ODONTO,NAO,NAO,180,2024-01-01,
002893,EXAMES 2893,MEDICO,SIM,NAO,30,2024-01-01,
002894,TERAPIAS 2894,MEDICO,NAO,NAO,30,2024-01-01,
002895,CIRURGIAS 2895,ODONTO,SIM,SIM,30,2024-01-01,
002896,INTERNACOES 2896,MEDICO,NAO,NAO,180,2024-01-01,
002897,OBSTETRICIA 2897,MEDICO,SIM,NAO,30,2024-01-01,
002898,ODONTOLOGIA 2898,ODONTO,NAO,NAO,30,2024-01-01,
002899,CONSULTAS 2899,MEDICO,SIM,NAO,30,2024-01-01,
002900,EXAMES 2900,MEDICO,NAO,SIM,180,2024-01-01,
002901,TERAPIAS 2901,ODONTO,SIM,NAO,30,2024-01-01,
002902,CIRURGIAS 2902,MEDICO,NAO,NAO,30,2024-01-01,
002903,INTERNACOES 2903,MEDICO,SIM,NAO,30,2024-01-01,
002904,OBSTETRICIA 2904,ODONTO,NAO,NAO,180,2024-01-01,
002905,ODONTOLOGIA 2905,MEDICO,SIM,SIM,30,2024-01-01,
002906,CONSULTAS 2906,MEDICO,NAO,NAO,30,2024-01-01,
002907,EXAMES 2907,ODONTO,SIM,NAO,30,2024-01-01,
002908,TERAPIAS 2908,MEDICO,NAO,NAO,180,2024-01-01,
002909,CIRURGIAS 2909,MEDICO,SIM,NAO,30,2024-01-01,
002910,INTERNACOES 2910,ODONTO,NAO,SIM,30,2024-01-01,
002911,OBSTETRICIA 2911,MEDICO,SIM,NAO,30,2024-01-01,
002912,ODONTOLOGIA 2912,MEDICO,NAO,NAO,180,2024-01-01,
002913,CONSULTAS 2913,ODONTO,SIM,NAO,30,2024-01-01,
002914,EXAMES 2914,MEDICO,NAO,NAO,30,2024-01-01,
002915,TERAPIAS 2915,MEDICO,SIM,SIM,30,2024-01-01,
002916,CIRURGIAS 2916,ODONTO,NAO,NAO,180,2024-01-01,
002917,INTERNACOES 2917,MEDICO,SIM,NAO,30,2024-01-01,
002918,OBSTETRICIA 2918,MEDICO,NAO,NAO,30,2024-01-01,
002919,ODONTOLOGIA 2919,ODONTO,SIM,NAO,30,2024-01-01,
002920,CONSULTAS 2920,MEDICO,NAO,SIM,180,2024-01-01,
002921,EXAMES 2921,MEDICO,SIM,NAO,30,2024-01-01,
002922,TERAPIAS 2922,ODONTO,NAO,NAO,30,2024-01-01,
002923,CIRURGIAS 2923,MEDICO,SIM,NAO,30,2024-01-01,
002924,INTERNACOES 2924,MEDICO,NAO,NAO,180,2024-01-01,
002925,OBSTETRICIA 2925,ODONTO,SIM,SIM,30,2024-01-01,
002926,ODONTOLOGIA 2926,MEDICO,NAO,NAO,30,2024-01-01,
002927,CONSULTAS 2927,MEDICO,SIM,NAO,30,2024-01-01,
002928,EXAMES 2928,ODONTO,NAO,NAO,180,2024-01-01,
002929,TERAPIAS 2929,MEDICO,SIM,NAO,30,2024-01-01,
002930,CIRURGIAS 2930,MEDICO,NAO,SIM,30,2024-01-01,
002931,INTERNACOES 2931,ODONTO,SIM,NAO,30,2024-01-01,
002932,OBSTETRICIA 2932,MEDICO,NAO,NAO,180,2024-01-01,
002933,ODONTOLOGIA 2933,MEDICO,SIM,NAO,30,2024-01-01,
002934,CONSULTAS 2934,ODONTO,NAO,NAO,30,2024-01-01,
002935,EXAMES 2935,MEDICO,SIM,SIM,30,2024-01-01,
002936,TERAPIAS 2936,MEDICO,NAO,NAO,180,2024-01-01,
002937,CIRURGIAS 2937,ODONTO,SIM,NAO,30,2024-01-01,
002938,INTERNACOES 2938,MEDICO,NAO,NAO,30,2024-01-01,
002939,OBSTETRICIA 2939,MEDICO,SIM,NAO,30,2024-01-01,
002940,ODONTOLOGIA 2940,ODONTO,NAO,SIM,180,2024-01-01,
002941,CONSULTAS 2941,MEDICO,SIM,NAO,30,2024-01-01,
002942,EXAMES 2942,MEDICO,NAO,NAO,30,2024-01-01,
002943,TERAPIAS 2943,ODONTO,SIM,NAO,30,2024-01-01,
002944,CIRURGIAS 2944,MEDICO,NAO,NAO,180,2024-01-01,
002945,INTERNACOES 2945,MEDICO,SIM,SIM,30,2024-01-01,
002946,OBSTETRICIA 2946,ODONTO,NAO,NAO,30,2024-01-01,
002947,ODONTOLOGIA 2947,MEDICO,SIM,NAO,30,2024-01-01,
002948,CONSULTAS 2948,MEDICO,NAO,NAO,180,2024-01-01,
002949,EXAMES 2949,ODONTO,SIM,NAO,30,2024-01-01,
002950,TERAPIAS 2950,MEDICO,NAO,SIM,30,2024-01-01,
002951,CIRURGIAS 2951,MEDICO,SIM,NAO,30,2024-01-01,
002952,INTERNACOES 2952,ODONTO,NAO,NAO,180,2024-01-01,
002953,OBSTETRICIA 2953,MEDICO,SIM,NAO,30,2024-01-01,
002954,ODONTOLOGIA 2954,MEDICO,NAO,NAO,30,2024-01-01,
002955,CONSULTAS 2955,ODONTO,SIM,SIM,30,2024-01-01,
002956,EXAMES 2956,MEDICO,NAO,NAO,180,2024-01-01,
002957,TERAPIAS 2957,MEDICO,SIM,NAO,30,2024-01-01,
002958,CIRURGIAS 2958,ODONTO,NAO,NAO,30,2024-01-01,
002959,INTERNACOES 2959,MEDICO,SIM,NAO,30,2024-01-01,
002960,OBSTETRICIA 2960,MEDICO,NAO,SIM,180,2024-01-01,
002961,ODONTOLOGIA 2961,ODONTO,SIM,NAO,30,2024-01-01,
002962,CONSULTAS 2962,MEDICO,NAO,NAO,30,2024-01-01,
002963,EXAMES 2963,MEDICO,SIM,NAO,30,2024-01-01,
002964,TERAPIAS 2964,ODONTO,NAO,NAO,180,2024-01-01,
002965,CIRURGIAS 2965,MEDICO,SIM,SIM,30,2024-01-01,
002966,INTERNACOES 2966,MEDICO,NAO,NAO,30,2024-01-01,
002967,OBSTETRICIA 2967,ODONTO,SIM,NAO,30,2024-01-01,
002968,ODONTOLOGIA 2968,MEDICO,NAO,NAO,180,2024-01-01,
002969,CONSULTAS 2969,MEDICO,SIM,NAO,30,2024-01-01,
002970,EXAMES 2970,ODONTO,NAO,SIM,30,2024-01-01,
002971,TERAPIAS 2971,MEDICO,SIM,NAO,30,2024-01-01,
002972,CIRURGIAS 2972,MEDICO,NAO,NAO,180,2024-01-01,
002973,INTERNACOES 2973,ODONTO,SIM,NAO,30,2024-01-01,
002974,OBSTETRICIA 2974,MEDICO,NAO,NAO,30,2024-01-01,
002975,ODONTOLOGIA 2975,MEDICO,SIM,SIM,30,2024-01-01,
002976,CONSULTAS 2976,ODONTO,NAO,NAO,180,2024-01-01,
002977,EXAMES 2977,MEDICO,SIM,NAO,30,2024-01-01,
002978,TERAPIAS 2978,MEDICO,NAO,NAO,30,2024-01-01,
002979,CIRURGIAS 2979,ODONTO,SIM,NAO,30,2024-01-01,
002980,INTERNACOES 2980,MEDICO,NAO,SIM,180,2024-01-01,
002981,OBSTETRICIA 2981,MEDICO,SIM,NAO,30,2024-01-01,
002982,ODONTOLOGIA 2982,ODONTO,NAO,NAO,30,2024-01-01,
002983,CONSULTAS 2983,MEDICO,SIM,NAO,30,2024-01-01,
002984,EXAMES 2984,MEDICO,NAO,NAO,180,2024-01-01,
002985,TERAPIAS 2985,ODONTO,SIM,SIM,30,2024-01-01,
002986,CIRURGIAS 2986,MEDICO,NAO,NAO,30,2024-01-01,
002987,INTERNACOES 2987,MEDICO,SIM,NAO,30,2024-01-01,
002988,OBSTETRICIA 2988,ODONTO,NAO,NAO,180,2024-01-01,
002989,ODONTOLOGIA 2989,MEDICO,SIM,NAO,30,2024-01-01,
002990,CONSULTAS 2990,MEDICO,NAO,SIM,30,2024-01-01,
002991,EXAMES 2991,ODONTO,SIM,NAO,30,2024-01-01,
002992,TERAPIAS 2992,MEDICO,NAO,NAO,180,2024-01-01,
002993,CIRURGIAS 2993,MEDICO,SIM,NAO,30,2024-01-01,
